Symbol,Name,Date Public,Founded,MarketValue,PQ1EarningsDate,PQ1Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
HST,"Host Hotels & Resorts, Inc.",11/05/1984,1927,"8,054.1",2/20/2020,-7%,-3.59%,-13.22%,-13.23%,0.00%,11/6/2019,2%,1.07%,-4.52%,4.76%,2.35%,8/7/2019,27%,-2.03%,-5.65%,3.06%,2.19%,5/2/2019,18%,1.96%,-0.13%,-2.04%,-3.98%,2/20/2019,134%,-0.52%,0.64%,-4.61%,-0.79%,11/2/2018,284%,2.41%,2.43%,-1.57%,-0.42%
ETFC,E*TRADE Financial Corporation, 8/16/1996,1982,"7,986.4",1/24/2020,-17%,-2.89%,-5.47%,18.47%,-11.71%,10/18/2019,3%,6.46%,1.42%,3.79%,-0.82%,7/19/2019,-18%,2.14%,-1.15%,-9.54%,0.34%,4/18/2019,18%,2.98%,-2.44%,-2.43%,-2.67%,1/25/2019,-1%,2.07%,-5.62%,2.79%,-2.46%,10/19/2018,11%,-2.28%,5.71%,1.44%,-0.66%
PKG,Packaging Corporation of America, 1/28/2000,1959,"7,984.9",1/30/2020,0%,-1.35%,-2.50%,2.74%,2.19%,10/24/2019,1%,3.29%,1.48%,-2.70%,0.88%,7/25/2019,0%,1.24%,2.25%,-0.55%,-2.45%,4/25/2019,1%,-3.72%,1.85%,-6.40%,4.23%,1/30/2019,1%,2.99%,2.42%,-3.54%,2.42%,10/25/2018,4%,-1.24%,5.79%,4.09%,-3.55%
DRI,"Darden Restaurants, Inc.", 5/09/1995,1938,"7,937.0",12/19/2019,5%,-4.00%,2.90%,-1.10%,1.56%,9/19/2019,2%,1.70%,-0.79%,-8.52%,1.51%,6/20/2019,2%,-4.08%,3.31%,1.05%,-1.94%,3/21/2019,3%,-2.33%,1.21%,-2.37%,-0.69%,12/18/2018,1%,-3.18%,-1.06%,2.18%,-5.51%,9/20/2018,8%,-1.58%,-5.73%,5.91%,-3.33%
AAP,"Advance Auto Parts, Inc.",11/29/2001,1929,"7,871.7",2/18/2020,22%,-3.54%,2.74%,-12.77%,0.00%,11/12/2019,2%,-0.22%,-1.04%,-0.87%,-0.55%,8/13/2019,-9%,-2.67%,-3.22%,13.11%,3.03%,5/22/2019,4%,0.89%,-6.56%,-4.94%,3.92%,2/19/2019,4%,4.18%,-6.30%,2.67%,4.81%,11/13/2018,8%,-1.97%,-4.05%,-3.72%,0.13%
CNP,"CenterPoint Energy, Inc.",11/05/1984,1866,"7,809.9",2/27/2020,20%,-3.83%,-21.85%,4.57%,0.00%,11/7/2019,25%,-5.21%,-16.06%,0.47%,4.97%,8/7/2019,15%,4.67%,-2.05%,-1.59%,6.23%,5/9/2019,-14%,2.14%,2.16%,-3.99%,1.61%,2/28/2019,4%,-0.82%,0.01%,-0.10%,-2.80%,11/8/2018,-7%,-4.44%,4.69%,2.62%,6.90%
WYNN,"Wynn Resorts, Limited",10/25/2002,2002,"7,797.1",2/7/2020,-167%,-4.22%,-2.37%,-16.88%,-11.49%,11/7/2019,-80%,3.38%,-6.37%,1.33%,11.59%,8/7/2019,8%,-15.02%,1.77%,-3.80%,-0.96%,5/10/2019,1%,-5.41%,-10.23%,-0.03%,2.97%,1/31/2019,-20%,9.02%,-1.31%,-0.83%,-7.77%,11/8/2018,0%,8.74%,11.51%,1.52%,-2.14%
MYL,Mylan N.V.,11/05/1984,2014,"7,768.5",2/28/2020,9%,-3.88%,-3.36%,0.00%,0.00%,11/5/2019,4%,6.30%,-4.52%,9.47%,-2.66%,7/29/2019,10%,-4.41%,-3.50%,-1.75%,12.93%,5/7/2019,4%,4.88%,-8.15%,-8.42%,-1.71%,2/27/2019,-4%,-4.57%,4.85%,3.44%,-6.74%,11/6/2018,5%,-0.33%,-2.92%,-8.27%,-5.67%
GL,Globe Life Inc.,11/05/1984,1979,"7,697.2",2/5/2020,-1%,3.83%,1.32%,-9.11%,-20.16%,10/24/2019,2%,0.08%,-0.04%,0.74%,1.47%,7/25/2019,1%,-1.21%,-2.27%,0.68%,1.86%,4/18/2019,3%,0.80%,-2.33%,2.21%,3.28%,2/6/2019,0%,-0.92%,-0.44%,-1.48%,-2.16%,10/25/2018,4%,-2.70%,1.46%,4.52%,-8.61%
LKQ,LKQ Corporation,10/03/2003,1998,"7,648.0",2/20/2020,3%,-0.60%,-6.78%,-11.80%,0.00%,10/31/2019,6%,-0.96%,1.42%,-1.22%,1.39%,7/25/2019,1%,-0.64%,-3.82%,0.39%,1.79%,4/25/2019,0%,2.88%,-5.71%,-1.85%,-1.65%,2/28/2019,-2%,0.24%,-0.24%,1.34%,5.06%,10/25/2018,0%,-5.51%,3.89%,1.54%,-6.57%
MGM,MGM Resorts International, 5/02/1988,1986,"7,603.2",2/13/2020,-67%,4.34%,-10.66%,-28.04%,0.00%,10/31/2019,4%,2.45%,7.07%,1.20%,1.55%,7/26/2019,-4%,1.78%,-1.88%,-1.39%,-2.45%,4/30/2019,-44%,3.29%,0.98%,-0.39%,5.59%,2/14/2019,5%,-1.94%,-3.63%,-3.88%,-1.80%,10/31/2018,29%,-4.26%,-2.61%,3.92%,1.78%
HAS,"Hasbro, Inc.",11/05/1984,1923,"7,531.0",2/11/2020,34%,-6.10%,-10.50%,-11.74%,-12.64%,10/22/2019,-17%,-0.23%,-6.91%,-2.16%,4.57%,7/23/2019,55%,-0.05%,-1.23%,0.45%,-5.58%,4/23/2019,-293%,1.20%,2.23%,-3.64%,7.92%,2/8/2019,-21%,-1.55%,-6.95%,1.44%,-3.80%,10/22/2018,-14%,0.48%,3.60%,-1.48%,-7.26%
COG,Cabot Oil & Gas Corporation, 2/08/1990,1989,"7,321.8",2/21/2020,2%,2.00%,20.74%,12.22%,0.00%,10/25/2019,10%,2.99%,-4.77%,-11.43%,-2.65%,7/26/2019,9%,-8.71%,-5.90%,-0.73%,4.58%,4/26/2019,12%,-5.50%,-0.82%,0.85%,-8.10%,2/22/2019,-6%,-0.06%,3.37%,3.48%,-2.53%,10/26/2018,-11%,-6.95%,7.05%,1.19%,2.14%
HII,"Huntington Ingalls Industries, Inc.", 3/22/2011,2010,"7,280.6",2/13/2020,-14%,-1.14%,-5.80%,-4.00%,0.00%,11/7/2019,3%,5.34%,-0.57%,-0.41%,-1.58%,8/1/2019,-14%,-1.21%,-1.69%,-1.16%,2.42%,5/2/2019,-12%,0.38%,1.72%,2.59%,-0.37%,2/14/2019,9%,0.68%,-4.29%,-2.98%,0.95%,11/8/2018,28%,-0.37%,2.27%,-5.97%,-0.03%
WHR,Whirlpool Corporation,11/05/1984,1898,"7,234.9",1/28/2020,15%,-0.29%,-5.55%,-2.57%,-7.61%,10/23/2019,2%,-0.04%,-5.92%,-10.02%,1.17%,7/23/2019,8%,2.28%,-0.25%,-0.16%,-0.99%,4/23/2019,9%,1.80%,0.13%,-3.32%,-3.98%,1/29/2019,12%,-0.73%,-4.09%,2.90%,-2.05%,10/25/2018,21%,4.00%,1.48%,9.36%,-3.95%
ALB,Albemarle Corporation, 2/22/1994,1993,"7,223.1",2/20/2020,-1%,-4.03%,0.12%,-19.77%,0.00%,10/25/2019,-3%,3.66%,4.47%,-5.18%,-1.22%,8/8/2019,8%,-6.04%,-13.55%,-1.93%,8.83%,5/9/2019,-1%,-3.89%,-7.06%,2.18%,-3.28%,2/21/2019,4%,-0.11%,-4.35%,-2.46%,-0.81%,11/8/2018,5%,9.41%,-2.45%,-8.30%,-6.61%
NRG,"NRG Energy, Inc.",12/02/2003,1989,"7,144.9",2/27/2020,114%,-2.67%,-6.29%,8.46%,0.00%,11/7/2019,18%,-4.97%,-2.78%,-3.34%,3.73%,8/7/2019,17%,2.45%,5.89%,3.25%,2.10%,5/2/2019,-11%,-4.09%,-8.33%,-0.60%,-2.91%,2/28/2019,-679%,-5.14%,-0.46%,2.31%,-3.49%,11/8/2018,23%,1.26%,10.07%,5.28%,0.54%
MHK,"Mohawk Industries, Inc.", 4/01/1992,1988,"6,915.0",2/14/2020,2%,-4.72%,-3.96%,-20.17%,0.00%,10/25/2019,4%,2.84%,3.05%,-8.39%,-1.93%,7/26/2019,1%,4.74%,-5.93%,-1.69%,3.52%,4/26/2019,3%,-1.68%,8.39%,9.63%,-0.02%,2/8/2019,1%,-1.67%,0.79%,-5.48%,-6.50%,10/26/2018,-8%,-3.14%,4.55%,6.16%,-6.12%
SNA,Snap-on Incorporated,11/05/1984,1920,"6,902.6",2/6/2020,0%,-2.79%,0.16%,-0.63%,-10.97%,10/17/2019,1%,-0.16%,3.15%,-0.90%,-4.02%,7/18/2019,0%,-6.09%,0.31%,-0.39%,0.37%,4/18/2019,4%,-1.84%,0.63%,-2.07%,-0.31%,2/7/2019,0%,-2.06%,3.01%,-0.64%,-6.60%,10/18/2018,1%,-5.35%,3.84%,4.90%,0.99%
AIV,Apartment Investment & Management Co Class A, 7/22/1994,1975,"6,858.2",1/31/2020,250%,2.13%,-0.97%,-1.24%,-6.95%,11/1/2019,-87%,0.22%,-3.67%,-3.40%,-4.39%,8/2/2019,567%,-1.55%,2.14%,-0.58%,-1.52%,5/3/2019,2463%,0.93%,3.50%,3.13%,-2.67%,2/5/2019,-171%,3.09%,-2.35%,-2.44%,-0.93%,11/2/2018,2055%,1.54%,4.22%,1.16%,5.08%
FBHS,"Fortune Brands Home & Security, Inc.", 9/16/2011,1988,"6,802.6",1/30/2020,3%,-0.86%,-0.57%,-2.89%,-12.20%,10/24/2019,-3%,1.80%,-1.30%,0.95%,1.78%,8/2/2019,0%,-1.69%,-0.92%,-0.18%,2.04%,4/25/2019,8%,-0.80%,5.63%,-1.35%,-2.81%,2/1/2019,-8%,5.91%,2.86%,0.68%,-4.44%,10/26/2018,-10%,-1.79%,-0.09%,4.77%,-3.77%
RCL,Royal Caribbean Cruises Ltd., 4/28/1993,1968,"6,757.0",2/4/2020,0%,-11.41%,-8.74%,-20.98%,-59.26%,10/30/2019,-1%,2.01%,3.28%,3.61%,2.52%,7/25/2019,4%,3.55%,-0.79%,-2.04%,-0.66%,5/1/2019,18%,-2.64%,-1.76%,1.45%,-4.17%,1/30/2019,1%,4.41%,-5.36%,-0.80%,-2.60%,10/25/2018,0%,-5.25%,-4.09%,8.55%,-5.23%
URI,"United Rentals, Inc.",12/18/1997,1997,"6,741.8",1/30/2020,8%,-1.09%,10.20%,-5.14%,-22.21%,10/17/2019,7%,1.32%,3.08%,11.99%,-1.06%,7/18/2019,7%,-0.68%,1.15%,-10.04%,3.67%,4/18/2019,9%,2.89%,1.73%,-7.13%,-5.94%,1/24/2019,0%,-2.79%,-0.34%,5.29%,-8.26%,10/18/2018,4%,-12.14%,7.46%,-5.56%,-2.12%
AOS,A. O. Smith Corporation,11/05/1984,1874,"6,721.6",1/28/2020,-6%,-7.32%,-5.81%,-2.93%,12.86%,10/29/2019,0%,5.10%,3.82%,-8.10%,-6.62%,7/30/2019,-3%,-1.98%,3.34%,-0.45%,9.63%,4/30/2019,-8%,-0.74%,-4.51%,-12.91%,5.42%,1/29/2019,5%,2.17%,2.27%,1.77%,-3.29%,10/30/2018,-3%,-7.26%,-1.62%,2.38%,-7.19%
JNPR,"Juniper Networks, Inc.", 6/25/1999,1996,"6,709.7",1/28/2020,1%,1.96%,2.64%,-1.45%,2.58%,10/25/2019,4%,1.56%,1.29%,-3.37%,-6.99%,7/26/2019,0%,-0.23%,-1.58%,-6.60%,-0.61%,4/26/2019,23%,0.95%,-1.24%,-2.77%,4.44%,1/30/2019,4%,-2.16%,0.72%,-0.03%,-2.29%,10/24/2018,22%,0.70%,0.30%,-3.77%,0.91%
WRK,WestRock Company, 3/03/1994,2015,"6,686.3",1/30/2020,-2%,-4.33%,-1.04%,-6.30%,-13.10%,11/7/2019,4%,0.18%,-2.52%,6.11%,1.17%,8/1/2019,10%,2.11%,-9.05%,1.85%,11.69%,4/30/2019,32%,-7.58%,0.51%,-7.76%,4.30%,1/31/2019,6%,-0.10%,-7.37%,-4.36%,-0.32%,11/5/2018,3%,6.73%,3.11%,0.53%,-8.35%
IPG,"Interpublic Group of Companies, Inc.",11/05/1984,1930,"6,635.7",2/12/2020,6%,-2.47%,-0.90%,-13.40%,12.12%,10/22/2019,5%,-3.83%,1.50%,-1.55%,-1.14%,7/23/2019,5%,-2.68%,-1.05%,-5.26%,-2.34%,4/26/2019,186%,1.80%,0.23%,-2.40%,-5.72%,2/13/2019,13%,-8.85%,0.11%,-3.54%,-6.49%,10/19/2018,4%,1.40%,-5.93%,4.72%,-3.20%
TXT,Textron Inc.,11/05/1984,1923,"6,629.0",1/29/2020,4%,1.79%,1.11%,-5.05%,-22.09%,10/17/2019,12%,4.48%,-4.83%,-1.51%,-1.75%,7/17/2019,8%,0.30%,0.96%,-7.86%,-1.25%,4/17/2019,12%,1.05%,-3.81%,-1.68%,-6.82%,1/24/2019,17%,0.82%,-0.29%,0.42%,-5.52%,10/18/2018,-20%,-5.80%,-3.27%,3.91%,-2.58%
ABMD,"ABIOMED, Inc.", 7/29/1987,1981,"6,435.9",2/6/2020,39%,2.96%,-14.78%,5.01%,-9.08%,10/31/2019,-70%,-0.19%,4.39%,-12.75%,-8.26%,8/1/2019,100%,7.22%,-2.80%,-2.81%,-5.83%,5/2/2019,49%,3.61%,0.20%,4.24%,-9.27%,1/31/2019,3%,1.52%,0.27%,-4.93%,-4.58%,11/1/2018,48%,-8.96%,-14.72%,2.75%,-2.83%
FFIV,"F5 Networks, Inc.", 6/04/1999,1996,"6,427.0",1/28/2020,5%,-1.13%,-2.49%,7.37%,-2.83%,10/24/2019,2%,1.87%,-1.45%,-4.08%,-4.71%,7/25/2019,-1%,4.07%,-4.83%,-5.44%,0.84%,4/25/2019,1%,-2.56%,-7.78%,-4.85%,0.25%,1/24/2019,7%,-5.73%,-0.18%,4.41%,-6.51%,10/25/2018,10%,0.18%,6.52%,-5.02%,-0.86%
PRGO,Perrigo Co. Plc,12/17/1991,1887,"6,301.3",2/27/2020,-1%,8.14%,-4.93%,13.85%,0.00%,11/6/2019,12%,-2.66%,-4.80%,6.01%,2.27%,8/8/2019,8%,-3.95%,1.98%,2.55%,10.58%,5/9/2019,16%,1.57%,-7.64%,-9.80%,-1.12%,2/28/2019,-3%,-4.67%,-3.64%,0.24%,3.19%,11/8/2018,8%,2.36%,3.16%,-3.85%,-26.71%
EMN,Eastman Chemical Company,12/14/1993,1920,"6,297.8",1/31/2020,7%,-8.57%,-0.08%,-7.35%,-26.41%,10/25/2019,-2%,5.11%,7.56%,-8.17%,-1.17%,7/26/2019,-5%,6.85%,-9.76%,-5.94%,9.27%,4/26/2019,-5%,-2.43%,-3.71%,-7.39%,2.74%,2/1/2019,-13%,1.57%,-1.42%,-0.26%,-6.63%,10/26/2018,2%,-4.57%,1.29%,-0.48%,-7.32%
HAL,Halliburton Company,11/05/1984,1919,"6,291.4",1/21/2020,8%,-6.19%,-8.16%,-0.01%,-23.39%,10/21/2019,3%,-1.88%,4.99%,-5.83%,3.92%,7/22/2019,17%,-5.13%,-9.72%,-7.82%,-2.40%,4/22/2019,2%,1.35%,-12.01%,-6.20%,-11.24%,1/22/2019,11%,7.90%,-0.57%,-1.98%,-10.30%,10/22/2018,1%,-6.60%,-1.20%,-6.15%,-5.13%
AIZ,"Assurant, Inc.", 2/05/2004,2004,"6,253.4",2/12/2020,-6%,5.25%,4.66%,-7.26%,8.20%,11/6/2019,2%,-2.73%,2.65%,-1.95%,-1.93%,8/7/2019,12%,1.53%,3.35%,-1.69%,0.83%,5/7/2019,9%,1.26%,4.10%,5.62%,-0.12%,2/13/2019,36%,-0.06%,3.85%,-5.54%,-3.33%,11/7/2018,3%,-2.23%,1.55%,-6.69%,2.37%
NWSA,News Corporation Class A, 6/19/2013,1979,"6,187.1",2/7/2020,26%,0.19%,-1.14%,-10.55%,3.25%,11/8/2019,-18%,-6.15%,-2.13%,3.15%,3.48%,8/9/2019,121%,-0.42%,1.15%,1.44%,-2.51%,5/10/2019,953%,-5.60%,0.84%,-2.27%,11.55%,2/8/2019,24%,-0.33%,1.15%,0.54%,-3.90%,11/8/2018,261%,-1.40%,-4.67%,-0.95%,-1.99%
RL,Ralph Lauren Corporation Class A, 6/12/1997,1967,"6,171.7",2/4/2020,17%,-4.88%,-5.96%,-0.20%,-24.31%,11/7/2019,7%,1.45%,-11.02%,6.19%,4.19%,7/30/2019,6%,-1.39%,-10.09%,-6.61%,12.83%,5/14/2019,19%,-6.03%,-5.18%,2.67%,1.67%,2/5/2019,8%,0.61%,-1.00%,-0.60%,-2.60%,11/6/2018,5%,7.41%,-8.84%,-4.46%,-0.27%
AAL,"American Airlines Group, Inc.",12/09/2013,2013,"6,096.9",1/23/2020,1%,-2.30%,-2.42%,-1.55%,-31.79%,10/24/2019,2%,1.57%,2.43%,-10.26%,-2.22%,7/25/2019,1%,4.06%,-6.05%,-8.34%,2.80%,4/9/2019,-6%,8.65%,0.33%,0.90%,-10.69%,1/24/2019,3%,-4.96%,4.96%,-5.21%,-8.41%,10/25/2018,0%,0.65%,10.01%,9.11%,-11.14%
PNR,Pentair plc,11/05/1984,2013,"6,026.6",1/28/2020,5%,-0.16%,-2.58%,1.62%,-1.10%,10/23/2019,5%,8.40%,1.11%,-0.61%,2.56%,7/23/2019,6%,-0.66%,-2.84%,-1.51%,-3.67%,4/9/2019,-20%,2.80%,-4.47%,0.27%,-2.54%,1/29/2019,1%,-1.62%,-2.06%,1.18%,-1.42%,10/23/2018,4%,-6.36%,8.76%,1.59%,-4.75%
CF,"CF Industries Holdings, Inc.", 8/11/2005,1946,"5,983.6",2/13/2020,-9%,0.02%,5.80%,-15.81%,0.00%,10/31/2019,-8%,-5.75%,0.18%,-1.86%,-3.27%,8/1/2019,49%,4.62%,-6.88%,0.03%,0.51%,5/2/2019,19%,-1.87%,-0.44%,-1.55%,9.23%,2/14/2019,-52%,-3.74%,-2.81%,1.50%,-5.46%,11/1/2018,-20%,-3.24%,-8.52%,-10.45%,5.42%
IPGP,IPG Photonics Corporation,12/13/2006,1990,"5,950.6",2/13/2020,-110%,9.76%,-2.78%,-3.04%,0.00%,10/29/2019,-11%,12.21%,11.31%,-1.68%,-1.68%,7/30/2019,-3%,2.96%,-8.39%,-2.53%,23.10%,4/30/2019,-8%,1.14%,-12.91%,-9.40%,-0.81%,2/12/2019,0%,0.84%,5.40%,-3.26%,-3.32%,10/5/2018,-4%,-3.84%,3.64%,11.84%,-5.72%
COTY,Coty Inc. Class A, 6/13/2013,1904,"5,909.5",2/5/2020,12%,-1.35%,-7.47%,-11.74%,-12.79%,11/6/2019,14%,-6.46%,-9.41%,-1.91%,-5.39%,8/28/2019,1%,-7.06%,9.11%,-0.66%,-1.53%,5/8/2019,5%,10.87%,13.96%,3.26%,-4.03%,2/8/2019,9%,-1.64%,16.27%,-1.76%,2.62%,11/7/2018,58%,5.22%,6.96%,-13.93%,-9.19%
KIM,Kimco Realty Corporation,11/22/1991,1973,"5,708.7",1/30/2020,33%,0.35%,-5.03%,3.76%,-14.71%,10/24/2019,-14%,0.90%,-3.88%,1.48%,-2.23%,7/25/2019,23%,-0.36%,4.49%,-2.09%,2.09%,5/2/2019,56%,-0.34%,2.03%,0.24%,2.56%,1/31/2019,16%,4.52%,2.29%,-4.18%,1.59%,10/25/2018,59%,1.05%,-1.08%,0.87%,8.44%
LNC,Lincoln National Corporation,11/05/1984,1968,"5,638.4",2/6/2020,0%,-1.70%,0.82%,-25.42%,-24.29%,10/31/2019,-110%,3.49%,2.29%,-1.33%,0.19%,8/1/2019,0%,-0.29%,-10.12%,-0.75%,14.00%,5/2/2019,5%,-0.66%,-1.10%,-3.99%,1.70%,2/7/2019,1%,-1.57%,2.73%,-2.53%,-5.88%,11/2/2018,8%,-3.25%,-1.12%,-0.64%,-9.72%
PBCT,"People's United Financial, Inc.", 7/06/1988,2006,"5,577.9",1/17/2020,13%,-2.70%,-0.57%,-1.00%,1.29%,10/18/2019,3%,1.66%,-2.80%,-1.72%,-0.92%,7/19/2019,1%,-2.32%,-4.16%,-4.56%,-2.14%,4/19/2019,-1%,3.83%,2.74%,-8.01%,-3.58%,1/18/2019,6%,1.91%,-0.11%,2.87%,0.61%,10/19/2018,-1%,-1.92%,-0.29%,1.80%,3.23%
NWL,Newell Brands Inc,11/05/1984,1903,"5,488.6",2/14/2020,12%,-5.26%,-9.71%,-21.22%,0.00%,11/1/2019,32%,-1.88%,-6.02%,-2.79%,-6.54%,8/2/2019,26%,-7.12%,4.55%,3.55%,7.48%,5/3/2019,141%,-3.96%,-4.25%,-6.47%,-0.41%,2/15/2019,7%,0.61%,-6.85%,-1.86%,-4.62%,11/2/2018,26%,0.68%,13.49%,9.45%,-2.75%
CMA,Comerica Incorporated,11/05/1984,1973,"5,465.8",1/21/2020,6%,-5.70%,-4.47%,-2.71%,-12.45%,10/16/2019,3%,2.68%,-0.35%,3.66%,-0.78%,7/17/2019,-3%,-3.12%,5.90%,-13.80%,-1.26%,4/16/2019,9%,2.32%,-3.59%,-2.96%,-0.72%,1/16/2019,1%,3.62%,-2.65%,4.60%,1.62%,10/16/2018,6%,-1.50%,0.76%,0.87%,-4.31%
RHI,Robert Half International Inc.,11/05/1984,1948,"5,437.1",1/31/2020,0%,-3.64%,-1.44%,-6.72%,-7.52%,10/24/2019,1%,3.81%,-2.57%,-0.87%,1.07%,7/24/2019,0%,1.41%,-5.96%,-3.25%,-3.74%,4/24/2019,-2%,1.04%,-5.46%,-2.76%,-3.85%,1/30/2019,4%,1.82%,-1.10%,1.54%,-5.07%,10/24/2018,4%,-1.19%,6.39%,-3.25%,-0.17%
NLSN,Nielsen Holdings Plc, 1/26/2011,2015,"5,363.4",2/27/2020,-1%,1.77%,-9.98%,10.34%,0.00%,11/7/2019,23%,-8.57%,-2.08%,1.22%,1.26%,7/31/2019,27%,-2.41%,-5.12%,-3.67%,5.41%,4/30/2019,17%,-6.12%,-2.22%,-4.22%,-2.71%,2/28/2019,-8%,-4.25%,3.38%,-13.24%,10.90%,10/25/2018,8%,1.85%,2.34%,0.72%,3.23%
BWA,BorgWarner Inc., 8/13/1993,1928,"5,296.5",2/13/2020,14%,-5.01%,2.18%,-9.70%,0.00%,10/31/2019,12%,0.42%,4.33%,-6.70%,3.20%,7/25/2019,0%,7.34%,-11.65%,-8.66%,9.44%,4/25/2019,6%,2.42%,-5.35%,-6.48%,10.17%,2/14/2019,13%,-3.02%,-1.81%,-7.87%,1.17%,10/23/2018,1%,-8.85%,5.86%,-0.45%,-4.57%
SLG,SL Green Realty Corp., 8/15/1997,1997,"5,205.1",1/23/2020,-37%,0.89%,-0.49%,-0.77%,-2.91%,10/17/2019,17%,-0.22%,1.89%,0.33%,-1.84%,7/18/2019,394%,-0.10%,-2.85%,1.38%,-1.60%,4/18/2019,37%,-6.59%,-1.84%,3.05%,3.59%,1/24/2019,-402%,1.03%,5.72%,-4.52%,-0.47%,10/18/2018,161%,-0.45%,0.12%,2.37%,1.90%
XRX,Xerox Holdings Corporation,11/05/1984,2019,"5,098.4",12/3/2019,24%,-1.08%,-6.30%,-2.06%,-0.89%,10/29/2019,25%,2.75%,6.89%,0.63%,-4.76%,7/30/2019,12%,-3.29%,-10.80%,-1.09%,8.94%,4/25/2019,14%,-0.36%,1.72%,0.68%,5.20%,1/29/2019,10%,7.91%,7.10%,2.56%,-0.35%,10/23/2018,9%,3.85%,8.27%,-8.79%,3.17%
IVZ,Invesco Ltd., 9/08/1993,1935,"4,896.8",1/29/2020,-9%,-0.18%,2.08%,-9.59%,-18.67%,10/23/2019,23%,0.59%,1.99%,-5.91%,-3.78%,7/25/2019,10%,-2.76%,-10.47%,-6.42%,-1.44%,4/25/2019,6%,4.40%,-3.30%,-1.26%,-0.17%,1/30/2019,-17%,6.27%,-3.41%,3.42%,-0.89%,10/18/2018,-1%,-5.33%,4.43%,-8.56%,0.48%
ZION,"Zions Bancorporation, N.A.",11/05/1984,1955,"4,851.9",1/22/2020,-7%,-4.66%,-0.10%,-4.89%,-11.71%,10/22/2019,8%,2.78%,2.79%,-4.38%,-0.23%,7/23/2019,-10%,-0.56%,2.19%,-4.46%,-2.52%,4/23/2019,-1%,-2.40%,1.42%,-5.52%,-2.26%,1/23/2019,3%,5.41%,-1.73%,2.20%,-3.43%,10/23/2018,8%,-8.49%,3.71%,0.32%,-5.31%
ALK,"Alaska Air Group, Inc.",11/05/1984,1985,"4,664.5",1/29/2020,3%,-0.18%,-5.32%,-7.37%,-17.16%,10/25/2019,4%,3.55%,-2.99%,-4.04%,-2.06%,7/26/2019,2%,0.64%,1.92%,-7.06%,7.12%,4/26/2019,31%,-0.64%,2.88%,0.74%,-2.11%,1/25/2019,5%,3.63%,1.06%,-7.21%,-11.29%,10/25/2018,5%,6.13%,0.34%,11.78%,-8.85%
PWR,"Quanta Services, Inc.", 2/12/1998,1997,"4,624.4",2/27/2020,13%,-0.63%,-8.28%,9.59%,0.00%,10/31/2019,10%,5.33%,-2.17%,-2.39%,-2.35%,8/1/2019,-63%,-1.19%,-5.13%,0.51%,10.75%,5/2/2019,16%,0.08%,-8.74%,1.42%,3.61%,2/21/2019,6%,3.80%,-2.42%,3.84%,3.24%,11/1/2018,-9%,-0.73%,2.72%,1.43%,-8.94%
UAA,"Under Armour, Inc. Class A",11/18/2005,1996,"4,579.6",2/11/2020,-3%,-4.42%,-5.99%,-9.16%,-5.01%,11/4/2019,25%,4.62%,-0.40%,5.29%,10.29%,7/30/2019,-27%,-0.49%,-14.85%,-8.29%,15.20%,5/2/2019,-3788%,0.53%,-2.92%,8.53%,13.65%,2/12/2019,113%,-5.23%,-0.46%,-2.72%,-4.34%,10/30/2018,104%,0.80%,-3.50%,0.04%,-15.07%
TPR,"Tapestry, Inc.",10/05/2000,1941,"4,480.0",2/6/2020,11%,2.22%,-3.33%,-11.67%,-25.21%,11/5/2019,10%,-1.39%,-1.60%,-5.08%,-1.04%,8/15/2019,0%,-14.62%,1.48%,21.25%,5.11%,5/9/2019,2%,-0.87%,-7.81%,-1.89%,1.36%,2/7/2019,-4%,4.13%,2.58%,-3.74%,-9.53%,10/30/2018,7%,-1.41%,0.33%,-7.25%,-6.18%
LB,"L Brands, Inc.",11/05/1984,1963,"4,456.8",2/27/2020,1%,-0.27%,-14.68%,1.77%,0.00%,11/21/2019,15%,-12.67%,2.30%,1.84%,-3.11%,8/22/2019,22%,-15.96%,-15.50%,12.85%,-0.86%,5/23/2019,-8501%,-11.15%,-8.38%,6.12%,11.08%,2/28/2019,3%,-1.64%,-0.55%,6.68%,-7.54%,11/20/2018,7%,2.47%,15.32%,-14.65%,9.42%
FLIR,"FLIR Systems, Inc.", 6/22/1993,1978,"4,313.3",2/27/2020,-12%,2.96%,-13.52%,3.35%,0.00%,10/31/2019,2%,0.50%,1.13%,-0.86%,-1.69%,7/24/2019,3%,0.06%,-4.52%,-0.44%,3.51%,4/24/2019,10%,1.93%,-1.61%,-0.71%,-1.47%,2/13/2019,4%,4.16%,-1.79%,-2.66%,-6.19%,10/30/2018,1%,-1.02%,-1.80%,-1.23%,-1.48%
